,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
710,8020es,"https://t.co/T1yykBNsqR te ayuda a encontrar,  conectarte  y vincularte con las personas adecuadas para hacer crecer tu negocio online. Y mucho más",España,6172,6863,251892,0,📡 🚀Confirmado! OnePlus Watch tem formato circular e chega sem Google Wear OS 💡 #ZirigozaGroup #e-commerce #marketing #ENKIL.es #8020 🔔 https://t.co/RYOBk8oUOR,"['ZirigozaGroup', 'e', 'marketing', 'ENKIL']"
711,Eternalstwc,"Marvel, Twice, critical role.
☭⚡🏳️‍🌈 ⧗ 🅴 ~Fan account~",em casa,796,622,33138,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
712,morecarsanna,vai lá na rede de fotos no @ nomeupapel e da um gaisssss,,458,569,19104,1,"Recebi um e-mail top da @EpicGames 💜

Usem muito o code DJALEXAGUIAR na loja, se tu colocou a mais de 15 dias confere e atualiza novamente o código 🔥

#ad",[]
713,revistahoteis,Bem-vindo ao Twitter da principal Revista da hotelaria nacional. Acompanhe em tempo real os últimos acontecimentos do setor com muita credibilidade.,www.tecle.me/revistahoteis,1162,10995,27902,0,"Aula online mostrará estratégias de Marketing para hotéis independentes
https://t.co/UKNgjNHmvS    #RevistaHotéis   #Marketing https://t.co/FgT9Ccaw46","['RevistaHotéis', 'Marketing']"
714,RenatoGarcia,"Viagens ✈️, comida 🍔 e tecnologia 👨‍💻 💙💛💚
📷 @reenatogarcia",São Paulo - Brasil,691,2999,96120,0,@philricelle Esqueci de por #ad #publi,"['ad', 'publi']"
715,dannysthilld,"Sou compositora e sou torcedora do SPFC e fã da Ally Brooke,Camila Cabello,Dinah Jane,Lauren Jauregui,Normani,Demi Lovato,BTS,Juliantina,RBD e Shawn Mendes 🇾🇪","São José dos Campos, Brasil",8451,2987,559516,2,"Você consegue adivinhar o nome do jogador? DICA: Fez muitos gols na Libertadores em 2020 antes de deixar o futebol sul-americano.

#LibertadoresFOXSports #ad @Betfair_net https://t.co/3w30Cjk6g2",[]
716,MKT_Gradual,"Ensino VOCÊ a ganhar dinheiro Online de maneira fácil, honesta e lucrativa.
#GanhedinheiroOnline
🚀Marketing Digital
📌Marketing de Afiliados
👇acesse o link.👇",Brasil,1,16,143,0,"Percepção e ponto de vista - Qual sua perspectiva? https://t.co/GcXyAVl5tD

Além desse vídeo uma SUPER Playlists com muito conteúdo de qualidade em nosso Canal no #YouTube 

#Youtubebrasil #sucesso #Marketing #mentalidade #Mindset #pontodevista #percepção #perspectiva","['YouTube', 'Youtubebrasil', 'sucesso', 'Marketing', 'mentalidade', 'Mindset', 'pontodevista', 'percepção', 'perspectiva']"
717,FcCariocasdaMM,"Fã Clube Oficial dedicado a essa mulher maravilhosa @MariliaMReal
Presidente: Ivone ♡ 
Criado em 20/10/2016 
🌟 Quem nunca amou nunca vai entender 😍","Rio de Janeiro, Brasil",2069,1182,2228,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
718,cliente_mais,"Destacar da concorrência com posts incríveis para suas redes sociais!
Transforme a sua comunicação com artes profissionais e leve seu negócio para outro nível.","Portimão, Portugal",27,7,244,0,"Cliente Mais
🎯 Lembre-se:  ""Em dois anos vão existir dois tipos de empresas: as que fazem negócios pela internet e as que estão fora dos negócios""🔝
super@okdigital.pt

#digitalmarketing #marketingportugal #marketing https://t.co/kEi7GjvGVl","['digitalmarketing', 'marketingportugal', 'marketing']"
719,DrippTwit,Criatividade e Publicidade Digital,Joinville-SC,33,25,899,0,"Entre em contato conosco!
comercial@dripp.com.br

#dripp #agênciademarketing #marketingdigital #marketing #mkt #gestãoderedessociais #gestãodemkt #websites #desenvolvimento #mktestratégia #comunicação #publicidade #propaganda #automaçãodemarketing #design #marketingjoinville https://t.co/u0goD3IIWx","['dripp', 'agênciademarketing', 'marketingdigital', 'marketing', 'mkt', 'gestãoderedessociais', 'gestãodemkt', 'websites', 'desenvolvimento', 'mktestratégia', 'comunicação', 'publicidade', 'propaganda', 'automaçãodemarketing', 'design', 'marketingjoinville']"
720,paulinhaaguiar,,Rio de Janeiro - RJ,164,130,3773,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
721,XavieerSuellen,,Brasil,77,58,3646,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
722,girls18k,"moda, beleza e dicas • anuncie sua loja/produto/serviço aqui • parcerias, dúvidas ou reclamações no perfil @_anacleiacrf • perfil reserva @girls18kreserva",NÃO SOMOS LOJA!,50,155747,14362,1,"Olha esse ALL BLACK da loja @lcoisalinda 🖤 Acima de R$300 em compras tem frete grátis pra todo o Brasil 📦💗
.
.
#lojaonline #lookfeminino #lojafeminina #lookstyle #allblack #tbt #ad #lookdodia #riodejaneiro #lojaonline https://t.co/JdCqRS6Gl1","['lojaonline', 'lookfeminino', 'lojafeminina', 'lookstyle', 'allblack', 'tbt', 'ad', 'lookdodia', 'riodejaneiro', 'lojaonline']"
723,AnneClaiir_,,"Rio de Janeiro, Brasil",441,424,15916,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
724,NathaliadeLima2,,,462,603,20159,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
725,Ticotar_K2,"Streamer // Usa meu code lá // Nois é ruim e o pc não ajuda .
use code: TicotarK2 #ad 
~Sucesso leva tempo~",,234,122,3493,0,DIA DE FAZER CLIPES // SÓ FLECHADA NA MENTE // Usa meu code: TicotarK2 #ad https://t.co/EOpvzUPorJ,['ad']
726,_gabrielameza,overthinking,Brazil,219,30,2920,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
727,juju_ssantana,"24 anos, RJ 🏖, Flamenguista 🔴⚫️, Yeshua❣️, 👩🏾‍⚕️💉💚, Academia 🏋🏿‍♀️","Rio de Janeiro, Brasil",751,1369,42429,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
728,xmelkkkj,"Eu te amo, Julian Blackthorn. Eu te amo mais do que a luz das estrelas. |
ela/dela","Itapeva, Brasil",694,657,63087,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
729,myorgulhosmmm,@emillyraysa | vocês são a melhor parte de mim. @maiara // @maraisa // @mariliamreal @mariliamnhvida 💘 @spndetails,"Itumbiara, Goiás",900,757,13554,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
730,babysdaspatroas,• desde 2016 | fan account,"Recife, Brasil",691,988,28390,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
731,Jonigno,🇧🇷,,127,49,1904,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
732,Guzzz_Lightyear,cinéfilo na horas vagas e marvetinho,"Patos de Minas, Brasil",122,92,7480,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
733,raritymariliam,"▪ MM/LP/TeG📌
♥️","São Paulo, Brasil",792,1246,16836,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
734,hopsonessel_,,,1212,1198,35729,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
735,Patricinha_BFR,💍@Botafogo / @BVB,VR,1519,1596,5367,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
736,patroasmem_mm,,,47,52,438,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
737,paraiba_online,Portal de notícias da Paraíba,,20429,106658,295263,0,"Todo dia é dia de pizza com desconto.🍕
⠀
Corre no site https://t.co/9iRhvpZOW0
e faça seu pedido usando o código PARAIBAONLINE
😜
⠀
#campinagrande #pizza #desconto #Paraibaonline #publi https://t.co/Jl9zdA4j03","['campinagrande', 'pizza', 'desconto', 'Paraibaonline', 'publi']"
738,ExAlunosECA,Associação que reúne ex-alunos da Escola de Comunicações e Artes da Universidade de São Paulo (ECA-USP).,Brasil,312,597,2305,0,O #masculino plural representado em #campanhas publicitárias - #tese desenvolvida no Programa de Pós-graduação em Ciências da Comunicação (PPGCOM) analisou filmes publicitários que rompem com #estereótipos masculinos https://t.co/UtIIq3sHu9. #ECAUSP #masculinidade #publicidade https://t.co/OLOYBLSspg,"['masculino', 'campanhas', 'tese', 'estereótipos', 'ECAUSP', 'masculinidade', 'publicidade']"
739,maraisaduble,escolha o que você ama. || maiara e maraisa || marília mendonça || luiza e maurilio ❤️,"Porto Alegre, Brasil",560,1205,17735,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
740,wagnersoo165,Morador de Sapuka,"Sapucaia do Sul, Brasil",299,59,26504,25,"Hj até eu tô me preparando pra essa festa no #BBB, mas de casa, to fazendo aqui a barba com Gillete 😜 inclusive, sigam muito eles aqui no tt q tem sempre novidades @GilletteBR 🖤 #publi https://t.co/jiupJSjoy2",['BBB']
741,neslihannataguI,"#COLIN: I love you, I love you with everything I am, everything I’ve been, and everything I hope to be. • @reyymiredser 🍑",polin.,1689,2180,60677,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
742,oliviqsrx,"𓂃 boston boys, 2014 ˒ |a/ela/a|", psychologists 𝗛𝗔𝗧𝗘 dj tanner ! she gives 𝗙𝗥𝗘𝗘 therapy sessions & comfort for 𝗠𝗜𝗟𝗟𝗜𝗢𝗡𝗦 a day ! ✦,825,920,24789,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
743,ButterflyDiaz1,#TeamCarlaDiaz #BBB21,,70,74,6300,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
744,gada_da_mm,Fã da melhor pessoa @MariliaMReal ♥️ segue eu no insta @gada_da_mm,"Gravataí, Brasil",435,420,22596,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
745,jheymesWP,"caminhoneiro, agiota e pastor",,172,169,3019,0,"eu tbm muito top 

#publi https://t.co/FSgayAhX3m",['publi']
746,MerkAdmon,"Merkadmon & CO Marketing Digital, Posicionamiento SEO, Auditoria SEO. Iniciativa creada para apoyar a los emprendedores con poco presupuesto y muchos sueños.","Miranda, Venezuela",1083,555,9303,0,"WhatsApp Business: guia completo para atender melhor e vender mais https://t.co/ANIlB2zI1O. SEO-MERKADMON ""MARKETING WEB"". Visita-nos em https://t.co/YkqgrTzH28 #marketing #marketingdigital #seo #sem #sea. AGORA COMEÇA https://t.co/M7XVGG5N8R https://t.co/M7XVGG5N8R https://t.co/NtQMe43xBt","['marketing', 'marketingdigital', 'seo', 'sem', 'sea']"
747,mendessgabiii,𝗻𝗶𝗮𝗹𝗹 𝗵𝗼𝗿𝗮𝗻 𝗌𝗎𝗉𝗋𝖾𝗆𝖺𝖼𝗒!¡ — a/ela/-a,♡︎'𝐬 𝐛𝐢𝐡 𝐞 𝐣𝐟,2550,2559,11767,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
748,empreen_atitude,Atitude empreendedora é um jeito de viver que nos leva mais perto de nossos objetivos,,25,20,231,0,"+ Em 2020, deixou seu cargo de vice-presidente de marketing para criar a Adventures, holding que agrega quatro empresas em seu portfólio com um modelo de negócios diferente das agências. +

#empreendedorismo #publicidade #marketing https://t.co/jCIX8aQsTP","['empreendedorismo', 'publicidade', 'marketing']"
749,dudaamaamarilia,"เ ℓσѵε ყσµ!!!!!!❤🔑😍


𝑃𝑎𝑟𝑎:@MariliaMReal


S𝑖𝑛𝑐𝑒:01/01/21


𝐴𝑑𝑚:DudynhaVitória


https://t.co/voLlTzXIi3","Derrubadas,Brasil",197,81,4099,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
750,whoisslaurab,“minha filha está bem” a filha no quarto chorando por grey’s anatomy,,1743,826,17882,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
751,pamela_oliv_,"singer.
administrative manager and photographer","São Paulo, Brasil",297,2058,242818,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
752,amigosdamm,,,1427,1668,30252,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
753,4e15marilia,dançarino da marilia,"Barra Mansa, Brasil",1258,3304,32104,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
754,felixsasa,"carioca, flamenguista, mais conhecida como japa. 
vim morar no interior de PE e já fui cancelada por ser bonita pra caramba. volte sempre 😌",,736,1587,18453,2412,"cês tão ligado que são 33 anos de diferença entre a primeira e a segunda foto?
Melanina, né? Adorando acompanhar esse antes e depois!
#publi https://t.co/xWLEuvtvrN",[]
755,glowsmurilia,"Jojo campeã - 52,54% | Joissa 🌋
(@vitoriacomentta meu user antigo)",mundinho murilo e marília br ♡,3546,3564,20489,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
756,gratidaomm,"Pode passar segundos, horas, dias, meses e anos, eu nunca vou deixar de amar você. 💕",,1162,1506,12751,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
757,mmpreciosidade,"❤Marília Mendonça ❤
fan account","Itapipoca, Brasil",2785,2883,17062,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
758,mariemdetalhes,"fã da mendonça. ♥
@MariliaMReal ♥","Pernambuco, Brasil",300,462,11263,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
759,babymariliam,marilia ex cantora mendonça • maiara • luiza & maurilio,"Minas Gerais, Brasil",1111,4479,119248,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
760,LeafyFN,"16 anos | content creator @F4TALITY_
Business: leafyfncontato@gmail.com

Use o código LEAFYFTN na loja de ítens!! #EpicPartner",twitch.tv/leafyftn,997,643,6533,0,"@IgnacioUchoa @luizzzfn CODE LEAFYFTN #AD, ajuda muito mano, tô sempre melhorando a qualidade da live com o que dá, entao isso seria mto importante",['AD']
761,TheusRios16,Be kind and transmit peace and love ☮️. @Vascodagama,"Nova Iguaçu, Brasil",280,297,8583,1,⭐ARENA TRIO ⭐ - será que tem GG hoje? - apoie MARINATOLEDO #ad / !points !troca !comandos  https://t.co/GjbCZghATg,['ad']
762,sukamm,"Reverenda na Igreja Presbiteriana Independente do Brasil,  Bacharel em Teologia, Mestre e Doutoranda em Ciências da Religião, hunter e viciada em séries ;)",Sem destino...,366,165,6780,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
763,teguardomarilia,"mendonça,barcelos,esteves. ♡
gêmea da @meutrevoadriana",mm,765,2044,22803,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
764,GARCIA_BH,"Twitter é pra seguir e ser seguido. Sigo de volta!   

Armamentista, CAC e atirador desportivo,  sem paciência pra gente burra, nem hipocrisia. PTista, vaza!",Contagem/MG/🇧🇷,23511,23591,44404,1,"nasci no analógico, hj ganho $ no digital... mas eu ODEIO:
- arrasta pra cima
- #Publi
- script campeão
- eu vou te ajudar...
- se vc acha q eu sou 171...
- no meu webinario gratuíto
- baixa meu ebook gratuíto
alguém me m4ta, pufavô!!!",['Publi']
765,lucasmaciel151,"fan acount  🌪️+✨=𓃱
 🌵","Floriano, Brasil",1495,771,42246,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
766,Lmalopes,"From Lisbon to the world, sharing Portugal. Feel free to get in touch. Co-Founder of helicopter flight experiences, bus transportation and food experiences.",Portugal,8476,9264,124342,0,"Marketing Desportivo e Cripto Ativos de Clubes de Futebol https://t.co/gqNwToIhmb 
#marketing #desporto #criptos","['marketing', 'desporto', 'criptos']"
767,Ana_VHAT,"O amor não dói 💛
O amor cura 💜",São Paulo,567,235,6970,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
768,FcPatroas,Fã Clube Novo (06/01/17) de Manaus. Maiara e Maraisa seguem (14/01/17) 👭❤️,,805,1310,4059,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
769,Lmalopes,"From Lisbon to the world, sharing Portugal. Feel free to get in touch. Co-Founder of helicopter flight experiences, bus transportation and food experiences.",Portugal,8476,9264,124342,0,"Os 4 benefícios da blockchain no Marketing https://t.co/QoOS0vjXBr 
#blockchain #marketing","['blockchain', 'marketing']"
770,loveaqueimaroup,Uma noite apenas vai ser pouca 👑 @MariliaMReal,"Salvador, Brasil",205,534,9602,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
771,mariliameudengo,"☽︎❣︎ꨄ︎ 𝕗𝕒𝕟 𝕒𝕔𝕔𝕠𝕟𝕥 𝕒𝕟𝕕 𝕤𝕥𝕒𝕗𝕗 ꨄ︎❣︎☾︎  |  (☞ ͡° ͜ʖ ͡°)☞  |  (ela/dela)    |  patroa seguiu 03/02/2021  | sou corna não morcego, então durmo cedo","Pato Branco, Brasil",1321,1503,37933,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
772,Leticiawandavis,"Fã da marvel♡
Marília Mendonça ♡

°A linha que separa o sonho e o sucesso se chama realidade

#Juliettecampeã",em luto pelo G3 🧩🖤,296,235,8600,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
